#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"Un","KV454292.1",429369,432085,"-",,,"LIPSTDRAFT_69745","ODQ74182.1",806,"hypothetical protein LIPSTDRAFT_69745"
"Un","KV454292.1",432520,433573,"+",,,"LIPSTDRAFT_247086","ODQ74183.1",333,"hypothetical protein LIPSTDRAFT_247086"
"Un","KV454292.1",433681,435365,"-",,,"LIPSTDRAFT_247043","ODQ74184.1",543,"hypothetical protein LIPSTDRAFT_247043"
"Un","KV454292.1",436544,438172,"-",,,"LIPSTDRAFT_69749","ODQ74185.1",542,"hypothetical protein LIPSTDRAFT_69749"
"Un","KV454292.1",441640,443290,"-",,,"LIPSTDRAFT_2185","ODQ74186.1",484,"hypothetical protein LIPSTDRAFT_2185"
"Un","KV454292.1",443737,446865,"+",,,"LIPSTDRAFT_2186","ODQ74187.1",1024,"hypothetical protein LIPSTDRAFT_2186"
"Un","KV454292.1",447060,448493,"-",,,"LIPSTDRAFT_103484","ODQ74188.1",437,"hypothetical protein LIPSTDRAFT_103484"
"Un","KV454292.1",448969,450298,"-",,,"LIPSTDRAFT_2188","ODQ74189.1",406,"hypothetical protein LIPSTDRAFT_2188"
"Un","KV454292.1",451303,453013,"-",,,"LIPSTDRAFT_110210","ODQ74190.1",553,"hypothetical protein LIPSTDRAFT_110210"
"Un","KV454292.1",453697,454656,"-",,,"LIPSTDRAFT_51169","ODQ74191.1",303,"hypothetical protein LIPSTDRAFT_51169"
"Un","KV454292.1",458556,460052,"+",,,"LIPSTDRAFT_247165","ODQ74192.1",498,"hypothetical protein LIPSTDRAFT_247165"
"Un","KV454292.1",461751,462836,"-",,,"LIPSTDRAFT_2192","ODQ74193.1",361,"hypothetical protein LIPSTDRAFT_2192"
"Un","KV454292.1",465964,466960,"+",,,"LIPSTDRAFT_69766","ODQ74194.1",317,"hypothetical protein LIPSTDRAFT_69766, partial"
"Un","KV454292.1",467602,471439,"-",,,"LIPSTDRAFT_2195","ODQ74195.1",1203,"hypothetical protein LIPSTDRAFT_2195"
"Un","KV454292.1",472592,474451,"+",,,"LIPSTDRAFT_2196","ODQ74196.1",619,"hypothetical protein LIPSTDRAFT_2196"
"Un","KV454292.1",474664,475719,"-",,,"LIPSTDRAFT_247319","ODQ74197.1",351,"hypothetical protein LIPSTDRAFT_247319"
"Un","KV454292.1",476034,477215,"+",,,"LIPSTDRAFT_62240","ODQ74198.1",393,"hypothetical protein LIPSTDRAFT_62240"
"Un","KV454292.1",477624,477959,"-",,,"LIPSTDRAFT_103493","ODQ74199.1",87,"hypothetical protein LIPSTDRAFT_103493"
"Un","KV454292.1",478425,480479,"+",,,"LIPSTDRAFT_69772","ODQ74200.1",624,"hypothetical protein LIPSTDRAFT_69772"
"Un","KV454292.1",481421,483644,"+",,,"LIPSTDRAFT_2201","ODQ74201.1",722,"hypothetical protein LIPSTDRAFT_2201"
"Un","KV454292.1",484477,486606,"-",,,"LIPSTDRAFT_69773","ODQ74202.1",673,"hypothetical protein LIPSTDRAFT_69773"
"Un","KV454292.1",487875,492063,"+",,,"LIPSTDRAFT_69774","ODQ74203.1",1344,"hypothetical protein LIPSTDRAFT_69774"
"Un","KV454292.1",492826,496001,"-",,,"LIPSTDRAFT_69775","ODQ74204.1",1040,"hypothetical protein LIPSTDRAFT_69775"
"Un","KV454292.1",496590,497966,"+",,,"LIPSTDRAFT_69776","ODQ74205.1",458,"hypothetical protein LIPSTDRAFT_69776"
"Un","KV454292.1",499259,499622,"+",,,"LIPSTDRAFT_69780","ODQ74206.1",51,"hypothetical protein LIPSTDRAFT_69780"
"Un","KV454292.1",500934,502563,"+",,,"LIPSTDRAFT_69781","ODQ74207.1",489,"hypothetical protein LIPSTDRAFT_69781"
"Un","KV454292.1",502810,504144,"-",,,"LIPSTDRAFT_2207","ODQ74208.1",444,"hypothetical protein LIPSTDRAFT_2207"
"Un","KV454292.1",505647,508973,"+",,,"LIPSTDRAFT_69782","ODQ74209.1",993,"hypothetical protein LIPSTDRAFT_69782"
"Un","KV454292.1",509353,511460,"-",,,"LIPSTDRAFT_26501","ODQ74210.1",648,"hypothetical protein LIPSTDRAFT_26501"
"Un","KV454292.1",511749,513135,"+",,,"LIPSTDRAFT_247468","ODQ74211.1",346,"hypothetical protein LIPSTDRAFT_247468"
"Un","KV454292.1",513593,518650,"-",,,"LIPSTDRAFT_2211","ODQ74212.1",1566,"hypothetical protein LIPSTDRAFT_2211"
"Un","KV454292.1",519552,521210,"+",,,"LIPSTDRAFT_31636","ODQ74213.1",392,"hypothetical protein LIPSTDRAFT_31636, partial"
"Un","KV454292.1",521992,523501,"+",,,"LIPSTDRAFT_2213","ODQ74214.1",481,"hypothetical protein LIPSTDRAFT_2213"
"Un","KV454292.1",524080,525203,"-",,,"LIPSTDRAFT_2214","ODQ74215.1",303,"hypothetical protein LIPSTDRAFT_2214"
"Un","KV454292.1",526306,527914,"-",,,"LIPSTDRAFT_51089","ODQ74216.1",518,"hypothetical protein LIPSTDRAFT_51089"
"Un","KV454292.1",529953,530776,"+",,,"LIPSTDRAFT_35003","ODQ74217.1",258,"hypothetical protein LIPSTDRAFT_35003, partial"
"Un","KV454292.1",531019,535897,"-",,,"LIPSTDRAFT_62259","ODQ74218.1",1574,"hypothetical protein LIPSTDRAFT_62259"
"Un","KV454292.1",536902,538378,"+",,,"LIPSTDRAFT_110237","ODQ74219.1",473,"hypothetical protein LIPSTDRAFT_110237"
"Un","KV454292.1",538766,540160,"+",,,"LIPSTDRAFT_248385","ODQ74220.1",386,"hypothetical protein LIPSTDRAFT_248385"
"Un","KV454292.1",540450,541231,"+",,,"LIPSTDRAFT_2220","ODQ74221.1",248,"hypothetical protein LIPSTDRAFT_2220"
"Un","KV454292.1",542555,543340,"-",,,"LIPSTDRAFT_50960","ODQ74222.1",243,"hypothetical protein LIPSTDRAFT_50960"
"Un","KV454292.1",546024,550914,"+",,,"LIPSTDRAFT_248436","ODQ74223.1",1558,"hypothetical protein LIPSTDRAFT_248436"
"Un","KV454292.1",551117,553206,"-",,,"LIPSTDRAFT_2223","ODQ74224.1",678,"hypothetical protein LIPSTDRAFT_2223"
"Un","KV454292.1",554966,556127,"+",,,"LIPSTDRAFT_2224","ODQ74225.1",361,"hypothetical protein LIPSTDRAFT_2224"
"Un","KV454292.1",556522,558078,"-",,,"LIPSTDRAFT_62267","ODQ74226.1",518,"hypothetical protein LIPSTDRAFT_62267"
"Un","KV454292.1",558888,560583,"-",,,"LIPSTDRAFT_69797","ODQ74227.1",530,"hypothetical protein LIPSTDRAFT_69797"
"Un","KV454292.1",561281,564655,"+",,,"LIPSTDRAFT_2227","ODQ74228.1",1091,"hypothetical protein LIPSTDRAFT_2227"
"Un","KV454292.1",565452,566258,"-",,,"LIPSTDRAFT_69800","ODQ74229.1",210,"hypothetical protein LIPSTDRAFT_69800"
"Un","KV454292.1",566624,568032,"+",,,"LIPSTDRAFT_69802","ODQ74230.1",311,"hypothetical protein LIPSTDRAFT_69802"
"Un","KV454292.1",568746,570582,"+",,,"LIPSTDRAFT_116532","ODQ74231.1",555,"hypothetical protein LIPSTDRAFT_116532"
"Un","KV454292.1",570790,572257,"-",,,"LIPSTDRAFT_69804","ODQ74232.1",433,"hypothetical protein LIPSTDRAFT_69804"
"Un","KV454292.1",573686,574564,"-",,,"LIPSTDRAFT_69805","ODQ74233.1",221,"hypothetical protein LIPSTDRAFT_69805"
"Un","KV454292.1",575129,580574,"+",,,"LIPSTDRAFT_69807","ODQ74234.1",1643,"hypothetical protein LIPSTDRAFT_69807"
"Un","KV454292.1",581536,582796,"-",,,"LIPSTDRAFT_103524","ODQ74235.1",385,"hypothetical protein LIPSTDRAFT_103524"
"Un","KV454292.1",583331,584133,"+",,,"LIPSTDRAFT_62277","ODQ74236.1",248,"hypothetical protein LIPSTDRAFT_62277"
"Un","KV454292.1",584317,585303,"-",,,"LIPSTDRAFT_103526","ODQ74237.1",328,"hypothetical protein LIPSTDRAFT_103526"
"Un","KV454292.1",585591,587087,"+",,,"LIPSTDRAFT_248862","ODQ74238.1",498,"hypothetical protein LIPSTDRAFT_248862"
"Un","KV454292.1",588371,590103,"+",,,"LIPSTDRAFT_2238","ODQ74239.1",555,"hypothetical protein LIPSTDRAFT_2238"
"Un","KV454292.1",590709,592178,"+",,,"LIPSTDRAFT_103529","ODQ74240.1",489,"hypothetical protein LIPSTDRAFT_103529"
"Un","KV454292.1",592849,594525,"+",,,"LIPSTDRAFT_51542","ODQ74241.1",534,"hypothetical protein LIPSTDRAFT_51542"
"Un","KV454292.1",596189,597892,"+",,,"LIPSTDRAFT_248840","ODQ74242.1",549,"hypothetical protein LIPSTDRAFT_248840"
"Un","KV454292.1",598092,600486,"-",,,"LIPSTDRAFT_2242","ODQ74243.1",781,"hypothetical protein LIPSTDRAFT_2242"
"Un","KV454292.1",600762,601427,"+",,,"LIPSTDRAFT_248917","ODQ74244.1",221,"hypothetical protein LIPSTDRAFT_248917"
"Un","KV454292.1",601506,602819,"-",,,"LIPSTDRAFT_51437","ODQ74245.1",420,"hypothetical protein LIPSTDRAFT_51437"
"Un","KV454292.1",604472,605992,"+",,,"LIPSTDRAFT_39087","ODQ74246.1",507,"hypothetical protein LIPSTDRAFT_39087, partial"
"Un","KV454292.1",606359,608642,"-",,,"LIPSTDRAFT_110264","ODQ74247.1",743,"hypothetical protein LIPSTDRAFT_110264"
"Un","KV454292.1",608876,609915,"+",,,"LIPSTDRAFT_50795","ODQ74248.1",329,"hypothetical protein LIPSTDRAFT_50795"
"Un","KV454292.1",610093,611169,"-",,,"LIPSTDRAFT_2248","ODQ74249.1",334,"hypothetical protein LIPSTDRAFT_2248"
"Un","KV454292.1",611866,612601,"+",,,"LIPSTDRAFT_69822","ODQ74250.1",201,"hypothetical protein LIPSTDRAFT_69822"
"Un","KV454292.1",612991,615581,"-",,,"LIPSTDRAFT_2250","ODQ74251.1",843,"hypothetical protein LIPSTDRAFT_2250"
"Un","KV454292.1",616174,617070,"+",,,"LIPSTDRAFT_249091","ODQ74252.1",298,"hypothetical protein LIPSTDRAFT_249091"
"Un","KV454292.1",618404,619735,"+",,,"LIPSTDRAFT_69825","ODQ74253.1",443,"hypothetical protein LIPSTDRAFT_69825"
"Un","KV454292.1",620862,621284,"+",,,"LIPSTDRAFT_2253","ODQ74254.1",140,"hypothetical protein LIPSTDRAFT_2253"
"Un","KV454292.1",622030,623465,"+",,,"LIPSTDRAFT_69827","ODQ74255.1",461,"hypothetical protein LIPSTDRAFT_69827"
"Un","KV454292.1",624250,636004,"+",,,"LIPSTDRAFT_62297","ODQ74256.1",3661,"hypothetical protein LIPSTDRAFT_62297"
"Un","KV454292.1",636346,639036,"-",,,"LIPSTDRAFT_69828","ODQ74257.1",824,"hypothetical protein LIPSTDRAFT_69828"
"Un","KV454292.1",639978,642365,"-",,,"LIPSTDRAFT_110274","ODQ74258.1",723,"hypothetical protein LIPSTDRAFT_110274"
"Un","KV454292.1",644318,646021,"+",,,"LIPSTDRAFT_2256","ODQ74259.1",549,"hypothetical protein LIPSTDRAFT_2256"
"Un","KV454292.1",647204,648832,"-",,,"LIPSTDRAFT_33739","ODQ74260.1",398,"hypothetical protein LIPSTDRAFT_33739, partial"
"Un","KV454292.1",651610,652341,"+",,,"LIPSTDRAFT_249471","ODQ74261.1",243,"hypothetical protein LIPSTDRAFT_249471"
"Un","KV454292.1",653707,654264,"-",,,"LIPSTDRAFT_249433","ODQ74262.1",185,"hypothetical protein LIPSTDRAFT_249433"
"Un","KV454292.1",654736,655322,"-",,,"LIPSTDRAFT_2259","ODQ74263.1",153,"hypothetical protein LIPSTDRAFT_2259"
"Un","KV454292.1",656094,656680,"-",,,"LIPSTDRAFT_69836","ODQ74264.1",173,"hypothetical protein LIPSTDRAFT_69836"
"Un","KV454292.1",658202,659440,"+",,,"LIPSTDRAFT_2261","ODQ74265.1",412,"hypothetical protein LIPSTDRAFT_2261"
"Un","KV454292.1",659806,660528,"-",,,"LIPSTDRAFT_35845","ODQ74266.1",241,"hypothetical protein LIPSTDRAFT_35845, partial"
"Un","KV454292.1",662145,662756,"+",,,"LIPSTDRAFT_103557","ODQ74267.1",203,"hypothetical protein LIPSTDRAFT_103557"
"Un","KV454292.1",663217,664485,"-",,,"LIPSTDRAFT_69841","ODQ74268.1",422,"hypothetical protein LIPSTDRAFT_69841"
"Un","KV454292.1",665230,665973,"+",,,"LIPSTDRAFT_2265","ODQ74269.1",247,"hypothetical protein LIPSTDRAFT_2265"
"Un","KV454292.1",666211,667862,"-",,,"LIPSTDRAFT_50734","ODQ74270.1",533,"hypothetical protein LIPSTDRAFT_50734"
"Un","KV454292.1",670157,670957,"-",,,"LIPSTDRAFT_69847","ODQ74271.1",266,"hypothetical protein LIPSTDRAFT_69847"
"Un","KV454292.1",672470,673748,"+",,,"LIPSTDRAFT_50945","ODQ74272.1",357,"hypothetical protein LIPSTDRAFT_50945"
"Un","KV454292.1",674208,674970,"-",,,"LIPSTDRAFT_69849","ODQ74273.1",130,"hypothetical protein LIPSTDRAFT_69849, partial"
"Un","KV454292.1",675730,677241,"-",,,"LIPSTDRAFT_69850","ODQ74274.1",503,"hypothetical protein LIPSTDRAFT_69850"
"Un","KV454292.1",678410,680344,"+",,,"LIPSTDRAFT_62314","ODQ74275.1",570,"hypothetical protein LIPSTDRAFT_62314"
"Un","KV454292.1",680808,683681,"-",,,"LIPSTDRAFT_69853","ODQ74276.1",919,"hypothetical protein LIPSTDRAFT_69853"
"Un","KV454292.1",686540,686713,"+",,,"LIPSTDRAFT_69854","ODQ74277.1",57,"hypothetical protein LIPSTDRAFT_69854"
"Un","KV454292.1",687710,689233,"+",,,"LIPSTDRAFT_50624","ODQ74278.1",388,"hypothetical protein LIPSTDRAFT_50624, partial"
"Un","KV454292.1",689960,691909,"-",,,"LIPSTDRAFT_249845","ODQ74279.1",649,"hypothetical protein LIPSTDRAFT_249845"
"Un","KV454292.1",692393,694527,"+",,,"LIPSTDRAFT_2275","ODQ74280.1",671,"hypothetical protein LIPSTDRAFT_2275"
"Un","KV454292.1",695230,696067,"+",,,"LIPSTDRAFT_51108","ODQ74281.1",264,"hypothetical protein LIPSTDRAFT_51108"
"Un","KV454292.1",696198,698441,"-",,,"LIPSTDRAFT_249890","ODQ74282.1",704,"hypothetical protein LIPSTDRAFT_249890"
"Un","KV454292.1",699219,699690,"+",,,"LIPSTDRAFT_45671","ODQ74283.1",121,"hypothetical protein LIPSTDRAFT_45671, partial"
"Un","KV454292.1",699908,701654,"-",,,"LIPSTDRAFT_116588","ODQ74284.1",528,"hypothetical protein LIPSTDRAFT_116588"
"Un","KV454292.1",702264,703120,"+",,,"LIPSTDRAFT_69867","ODQ74285.1",211,"hypothetical protein LIPSTDRAFT_69867"
"Un","KV454292.1",703547,705478,"+",,,"LIPSTDRAFT_103580","ODQ74286.1",560,"hypothetical protein LIPSTDRAFT_103580"
"Un","KV454292.1",705659,706927,"-",,,"LIPSTDRAFT_62325","ODQ74287.1",422,"hypothetical protein LIPSTDRAFT_62325"
"Un","KV454292.1",707733,709008,"+",,,"LIPSTDRAFT_103581","ODQ74288.1",352,"hypothetical protein LIPSTDRAFT_103581"
"Un","KV454292.1",709383,710230,"-",,,"LIPSTDRAFT_103582","ODQ74289.1",209,"hypothetical protein LIPSTDRAFT_103582"
"Un","KV454292.1",712311,712718,"+",,,"LIPSTDRAFT_249965","ODQ74290.1",135,"hypothetical protein LIPSTDRAFT_249965"
"Un","KV454292.1",713412,714479,"+",,,"LIPSTDRAFT_69870","ODQ74291.1",339,"hypothetical protein LIPSTDRAFT_69870"
"Un","KV454292.1",715703,716921,"+",,,"LIPSTDRAFT_69872","ODQ74292.1",232,"hypothetical protein LIPSTDRAFT_69872"
"Un","KV454292.1",717251,718572,"-",,,"LIPSTDRAFT_51431","ODQ74293.1",352,"hypothetical protein LIPSTDRAFT_51431"
"Un","KV454292.1",720642,722425,"-",,,"LIPSTDRAFT_69874","ODQ74294.1",435,"hypothetical protein LIPSTDRAFT_69874"
"Un","KV454292.1",722833,724730,"-",,,"LIPSTDRAFT_69876","ODQ74295.1",598,"hypothetical protein LIPSTDRAFT_69876"
"Un","KV454292.1",725686,726067,"-",,,"LIPSTDRAFT_62333","ODQ74296.1",109,"hypothetical protein LIPSTDRAFT_62333"
"Un","KV454292.1",726514,728262,"-",,,"LIPSTDRAFT_250530","ODQ74297.1",490,"hypothetical protein LIPSTDRAFT_250530"
"Un","KV454292.1",728636,730324,"+",,,"LIPSTDRAFT_2292","ODQ74298.1",508,"hypothetical protein LIPSTDRAFT_2292"
"Un","KV454292.1",730474,733225,"-",,,"LIPSTDRAFT_51511","ODQ74299.1",862,"hypothetical protein LIPSTDRAFT_51511"
"Un","KV454292.1",733475,734141,"+",,,"LIPSTDRAFT_92944","ODQ74300.1",179,"hypothetical protein LIPSTDRAFT_92944"
"Un","KV454292.1",734497,737963,"-",,,"LIPSTDRAFT_2294","ODQ74301.1",1111,"hypothetical protein LIPSTDRAFT_2294"
"Un","KV454292.1",738470,741681,"-",,,"LIPSTDRAFT_69885","ODQ74302.1",993,"hypothetical protein LIPSTDRAFT_69885"
"Un","KV454292.1",742309,742872,"-",,,"LIPSTDRAFT_69886","ODQ74303.1",187,"hypothetical protein LIPSTDRAFT_69886"
"Un","KV454292.1",743306,745906,"-",,,"LIPSTDRAFT_2296","ODQ74304.1",722,"hypothetical protein LIPSTDRAFT_2296"
"Un","KV454292.1",747754,749061,"-",,,"LIPSTDRAFT_69891","ODQ74305.1",362,"hypothetical protein LIPSTDRAFT_69891"
"Un","KV454292.1",749709,754456,"-",,,"LIPSTDRAFT_110315","ODQ74306.1",1530,"hypothetical protein LIPSTDRAFT_110315"
"Un","KV454292.1",755841,757361,"+",,,"LIPSTDRAFT_51416","ODQ74307.1",472,"hypothetical protein LIPSTDRAFT_51416"
"Un","KV454292.1",758849,762607,"-",,,"LIPSTDRAFT_2300","ODQ74308.1",956,"hypothetical protein LIPSTDRAFT_2300"
"Un","KV454292.1",763127,764251,"+",,,"LIPSTDRAFT_250965","ODQ74309.1",374,"hypothetical protein LIPSTDRAFT_250965"
"Un","KV454292.1",765004,765398,"+",,,"LIPSTDRAFT_45280","ODQ74310.1",113,"hypothetical protein LIPSTDRAFT_45280, partial"
"Un","KV454292.1",766617,767400,"+",,,"LIPSTDRAFT_51046","ODQ74311.1",199,"hypothetical protein LIPSTDRAFT_51046"
"Un","KV454292.1",767765,768233,"-",,,"LIPSTDRAFT_2302","ODQ74312.1",118,"hypothetical protein LIPSTDRAFT_2302"
"Un","KV454292.1",768524,768700,"+",,,"LIPSTDRAFT_251044","ODQ74313.1",58,"hypothetical protein LIPSTDRAFT_251044"
"Un","KV454292.1",769129,770190,"-",,,"LIPSTDRAFT_69903","ODQ74314.1",337,"hypothetical protein LIPSTDRAFT_69903"
"Un","KV454292.1",770938,772531,"+",,,"LIPSTDRAFT_50870","ODQ74315.1",459,"hypothetical protein LIPSTDRAFT_50870"
"Un","KV454292.1",772795,774410,"-",,,"LIPSTDRAFT_251089","ODQ74316.1",462,"hypothetical protein LIPSTDRAFT_251089"
"Un","KV454292.1",774921,775458,"-",,,"LIPSTDRAFT_51246","ODQ74317.1",127,"hypothetical protein LIPSTDRAFT_51246"
"Un","KV454292.1",776064,776480,"+",,,"LIPSTDRAFT_69908","ODQ74318.1",101,"hypothetical protein LIPSTDRAFT_69908"
"Un","KV454292.1",777680,778708,"-",,,"LIPSTDRAFT_50535","ODQ74319.1",321,"hypothetical protein LIPSTDRAFT_50535"
"Un","KV454292.1",779314,781165,"+",,,"LIPSTDRAFT_2310","ODQ74320.1",506,"hypothetical protein LIPSTDRAFT_2310"
"Un","KV454292.1",781399,781566,"+",,,"LIPSTDRAFT_251329","ODQ74321.1",55,"hypothetical protein LIPSTDRAFT_251329"
"Un","KV454292.1",782212,784031,"-",,,"LIPSTDRAFT_69912","ODQ74322.1",524,"hypothetical protein LIPSTDRAFT_69912"
"Un","KV454292.1",786303,787945,"+",,,"LIPSTDRAFT_69916","ODQ74323.1",507,"hypothetical protein LIPSTDRAFT_69916"
"Un","KV454292.1",788615,790483,"+",,,"LIPSTDRAFT_69917","ODQ74324.1",498,"hypothetical protein LIPSTDRAFT_69917"
"Un","KV454292.1",793780,795450,"+",,,"LIPSTDRAFT_69920","ODQ74325.1",556,"hypothetical protein LIPSTDRAFT_69920"
"Un","KV454292.1",796402,798799,"-",,,"LIPSTDRAFT_2315","ODQ74326.1",742,"hypothetical protein LIPSTDRAFT_2315"
"Un","KV454292.1",799850,802019,"+",,,"LIPSTDRAFT_251549","ODQ74327.1",705,"hypothetical protein LIPSTDRAFT_251549"
"Un","KV454292.1",802270,803480,"-",,,"LIPSTDRAFT_51467","ODQ74328.1",319,"hypothetical protein LIPSTDRAFT_51467"
"Un","KV454292.1",803740,805023,"+",,,"LIPSTDRAFT_251606","ODQ74329.1",390,"hypothetical protein LIPSTDRAFT_251606"
"Un","KV454292.1",805137,806534,"-",,,"LIPSTDRAFT_103623","ODQ74330.1",412,"hypothetical protein LIPSTDRAFT_103623"
"Un","KV454292.1",807013,808553,"+",,,"LIPSTDRAFT_2320","ODQ74331.1",458,"hypothetical protein LIPSTDRAFT_2320"
"Un","KV454292.1",808741,811816,"-",,,"LIPSTDRAFT_2321","ODQ74332.1",893,"hypothetical protein LIPSTDRAFT_2321"
"Un","KV454292.1",812303,813723,"-",,,"LIPSTDRAFT_2322","ODQ74333.1",250,"hypothetical protein LIPSTDRAFT_2322"
"Un","KV454292.1",814469,816362,"-",,,"LIPSTDRAFT_69929","ODQ74334.1",562,"hypothetical protein LIPSTDRAFT_69929"
"Un","KV454292.1",816975,818381,"+",,,"LIPSTDRAFT_50735","ODQ74335.1",450,"hypothetical protein LIPSTDRAFT_50735"
"Un","KV454292.1",819276,820367,"-",,,"LIPSTDRAFT_69931","ODQ74336.1",336,"hypothetical protein LIPSTDRAFT_69931"
"Un","KV454292.1",821069,823593,"+",,,"LIPSTDRAFT_251822","ODQ74337.1",789,"hypothetical protein LIPSTDRAFT_251822"
"Un","KV454292.1",824458,826161,"+",,,"LIPSTDRAFT_69933","ODQ74338.1",466,"hypothetical protein LIPSTDRAFT_69933"
"Un","KV454292.1",826387,827088,"-",,,"LIPSTDRAFT_69934","ODQ74339.1",233,"hypothetical protein LIPSTDRAFT_69934"
"Un","KV454292.1",828676,829215,"+",,,"LIPSTDRAFT_69936","ODQ74340.1",179,"hypothetical protein LIPSTDRAFT_69936"
"Un","KV454292.1",835839,840183,"-",,,"LIPSTDRAFT_69941","ODQ74341.1",1321,"hypothetical protein LIPSTDRAFT_69941"
"Un","KV454292.1",840547,841524,"+",,,"LIPSTDRAFT_69942","ODQ74342.1",325,"hypothetical protein LIPSTDRAFT_69942"
"Un","KV454292.1",842204,842928,"+",,,"LIPSTDRAFT_252020","ODQ74343.1",179,"hypothetical protein LIPSTDRAFT_252020"
"Un","KV454292.1",843365,844257,"-",,,"LIPSTDRAFT_2334","ODQ74344.1",280,"hypothetical protein LIPSTDRAFT_2334"
"Un","KV454292.1",844715,846607,"+",,,"LIPSTDRAFT_69945","ODQ74345.1",630,"hypothetical protein LIPSTDRAFT_69945"
"Un","KV454292.1",847249,848741,"-",,,"LIPSTDRAFT_252047","ODQ74346.1",481,"hypothetical protein LIPSTDRAFT_252047"
"Un","KV454292.1",849370,850311,"-",,,"LIPSTDRAFT_69946","ODQ74347.1",313,"hypothetical protein LIPSTDRAFT_69946"
"Un","KV454292.1",851281,853531,"-",,,"LIPSTDRAFT_2337","ODQ74348.1",677,"hypothetical protein LIPSTDRAFT_2337"
"Un","KV454292.1",854582,856910,"-",,,"LIPSTDRAFT_69949","ODQ74349.1",733,"hypothetical protein LIPSTDRAFT_69949"
"Un","KV454292.1",858291,859484,"-",,,"LIPSTDRAFT_252100","ODQ74350.1",397,"hypothetical protein LIPSTDRAFT_252100"
"Un","KV454292.1",861731,864267,"-",,,"LIPSTDRAFT_69951","ODQ74351.1",790,"hypothetical protein LIPSTDRAFT_69951"
"Un","KV454292.1",865625,868220,"-",,,"LIPSTDRAFT_103645","ODQ74352.1",806,"hypothetical protein LIPSTDRAFT_103645"
"Un","KV454292.1",868567,870435,"+",,,"LIPSTDRAFT_26629","ODQ74353.1",537,"hypothetical protein LIPSTDRAFT_26629"
"Un","KV454292.1",870853,871913,"-",,,"LIPSTDRAFT_103646","ODQ74354.1",274,"hypothetical protein LIPSTDRAFT_103646"
"Un","KV454292.1",872414,874087,"+",,,"LIPSTDRAFT_336683","ODQ74355.1",478,"hypothetical protein LIPSTDRAFT_336683"
"Un","KV454292.1",874580,875050,"-",,,"LIPSTDRAFT_51333","ODQ74356.1",77,"hypothetical protein LIPSTDRAFT_51333, partial"
"Un","KV454292.1",878040,880698,"+",,,"LIPSTDRAFT_2345","ODQ74357.1",851,"hypothetical protein LIPSTDRAFT_2345"
"Un","KV454292.1",880832,881820,"-",,,"LIPSTDRAFT_69958","ODQ74358.1",306,"hypothetical protein LIPSTDRAFT_69958"
"Un","KV454292.1",883681,884007,"+",,,"LIPSTDRAFT_252381","ODQ74359.1",108,"hypothetical protein LIPSTDRAFT_252381"
"Un","KV454292.1",884509,885540,"+",,,"LIPSTDRAFT_103650","ODQ74360.1",195,"hypothetical protein LIPSTDRAFT_103650"
"Un","KV454292.1",885928,887247,"+",,,"LIPSTDRAFT_2348","ODQ74361.1",403,"hypothetical protein LIPSTDRAFT_2348"
"Un","KV454292.1",887632,888952,"-",,,"LIPSTDRAFT_62393","ODQ74362.1",272,"hypothetical protein LIPSTDRAFT_62393"
"Un","KV454292.1",889244,891144,"-",,,"LIPSTDRAFT_69966","ODQ74363.1",368,"hypothetical protein LIPSTDRAFT_69966"
"Un","KV454292.1",893581,895184,"-",,,"LIPSTDRAFT_62395","ODQ74364.1",497,"hypothetical protein LIPSTDRAFT_62395"
"Un","KV454292.1",895859,897020,"+",,,"LIPSTDRAFT_2352","ODQ74365.1",305,"hypothetical protein LIPSTDRAFT_2352"
"Un","KV454292.1",897197,899089,"-",,,"LIPSTDRAFT_2353","ODQ74366.1",579,"hypothetical protein LIPSTDRAFT_2353"
"Un","KV454292.1",899601,900703,"+",,,"LIPSTDRAFT_252635","ODQ74367.1",321,"hypothetical protein LIPSTDRAFT_252635"
"Un","KV454292.1",901484,902523,"-",,,"LIPSTDRAFT_103657","ODQ74368.1",183,"hypothetical protein LIPSTDRAFT_103657"
"Un","KV454292.1",903741,904594,"-",,,"LIPSTDRAFT_69971","ODQ74369.1",241,"hypothetical protein LIPSTDRAFT_69971"
"Un","KV454292.1",905231,906198,"-",,,"LIPSTDRAFT_2356","ODQ74370.1",296,"hypothetical protein LIPSTDRAFT_2356"
"Un","KV454292.1",906902,907538,"+",,,"LIPSTDRAFT_2357","ODQ74371.1",173,"hypothetical protein LIPSTDRAFT_2357"
"Un","KV454292.1",910125,911325,"+",,,"LIPSTDRAFT_62402","ODQ74372.1",379,"hypothetical protein LIPSTDRAFT_62402"
"Un","KV454292.1",912532,913806,"+",,,"LIPSTDRAFT_69975","ODQ74373.1",424,"hypothetical protein LIPSTDRAFT_69975"
"Un","KV454292.1",914359,915181,"-",,,"LIPSTDRAFT_252766","ODQ74374.1",256,"hypothetical protein LIPSTDRAFT_252766"
"Un","KV454292.1",916708,920530,"+",,,"LIPSTDRAFT_62405","ODQ74375.1",1222,"hypothetical protein LIPSTDRAFT_62405"
"Un","KV454292.1",921682,924566,"-",,,"LIPSTDRAFT_2362","ODQ74376.1",922,"hypothetical protein LIPSTDRAFT_2362"
